feature,text,clase,tweet_id,origin,clean_tokens,word_count,token_count
¡Da una trompada a esa zorra.,¡da una trompada a esa zorra,violent,,rnn,"[da, una, trompada, a, esa, zorra]",6,6
ella no sirve porque es mujer.,ella no sirve porque es mujer,violent,,rnn,"[ella, no, sirve, porque, es, mujer]",6,6
a las mujeres les afecta todo.,a las mujeres les afecta todo,violent,,rnn,"[a, las, mujeres, les, afecta, todo]",6,6
Mejor pónganse a dieta no mmn.,mejor pónganse a dieta no mmn,violent,,rnn,"[mejor, pónganse, a, dieta, no]",6,5
eres una tonta por naturaleza.,eres una tonta por naturaleza,violent,,rnn,"[eres, una, tonta, por, naturaleza]",5,5
" Y tú, ¿no te animas con uno?","y tú, ¿no te animas con uno?",violent,,rnn,"[y, tú, no, te, animas, con]",7,6
"Cocina tú, eso es para viejas .","cocina tú, eso es para viejas",violent,,rnn,"[cocina, tú, eso, es, para, viejas]",6,6
"Te van violar asi vestida, eh .","te van violar asi vestida, eh",violent,,rnn,"[te, van, violar, asi, vestida, eh]",6,6
la mujer dedicada a la cocina.,la mujer dedicada a la cocina,violent,,rnn,"[la, mujer, dedicada, a, la, cocina]",6,6
las chicas no valen para nada.,las chicas no valen para nada,violent,,rnn,"[las, chicas, no, valen, para, nada]",6,6
"No es por ser machista, pero?","no es por ser machista, pero?",violent,,rnn,"[no, es, por, ser, machista, pero]",6,6
La nana quieta y la hija loca.,la nana quieta y la hija loca,violent,,rnn,"[la, nana, quieta, y, la, hija, loca]",7,7
las mujeres son insuficientes.,las mujeres son insuficientes,violent,,rnn,"[las, mujeres, son, insuficientes]",4,4
hombre como el sexo dominante.,hombre como el sexo dominante,violent,,rnn,"[hombre, como, el, sexo, dominante]",5,5
las muje- res son más débiles.,las muje- res son más débiles,violent,,rnn,"[las, muje-, res, son, más, débiles]",6,6
ni ella tan dócil y obediente.,ni ella tan dócil y obediente,violent,,rnn,"[ni, ella, tan, dócil, y, obediente]",6,6
"mujer que no enseña, no vende .","mujer que no enseña, no vende",violent,,rnn,"[mujer, que, no, enseña, no, vende]",6,6
Las mujeres no pueden conducir.,las mujeres no pueden conducir,violent,,rnn,"[las, mujeres, no, pueden, conducir]",5,5
las mujeres son tontas y malas.,las mujeres son tontas y malas,violent,,rnn,"[las, mujeres, son, tontas, y, malas]",6,6
"ve a prepararme un té, querida .","ve a prepararme un té, querida",violent,,rnn,"[ve, a, prepararme, un, té, querida]",6,6
no han probado una buena polla.,no han probado una buena polla,violent,,rnn,"[no, han, probado, una, buena, polla]",6,6
la mujer es dócil y muy frágil.,la mujer es dócil y muy frágil,violent,,rnn,"[la, mujer, es, dócil, y, muy, frágil]",7,7
la tonta es mucho más aceptada.,la tonta es mucho más aceptada,violent,,rnn,"[la, tonta, es, mucho, más, aceptada]",6,6
estatus inferior a las mujeres.,estatus inferior a las mujeres,violent,,rnn,"[estatus, inferior, a, las, mujeres]",5,5
Mujer maltratada con un bastón.,mujer maltratada con un bastón,violent,,rnn,"[mujer, maltratada, con, un, bastón]",5,5
Esas mujeres no aman de verdad.,esas mujeres no aman de verdad,violent,,rnn,"[esas, mujeres, no, aman, de, verdad]",6,6
que alguien se la lleve a casa.,que alguien se la lleve a casa,violent,,rnn,"[que, alguien, se, la, lleve, a, casa]",7,7
las mujeres somos sus esclavas.,las mujeres somos sus esclavas,violent,,rnn,"[las, mujeres, somos, sus, esclavas]",5,5
culpaba a las mujeres violadas.,culpaba a las mujeres violadas,violent,,rnn,"[culpaba, a, las, mujeres, violadas]",5,5
La Emancipación de las Mujeres.,la emancipación de las mujeres,violent,,rnn,"[la, emancipación, de, las, mujeres]",5,5
"no me dejes, o hago una locura .","no me dejes, o hago una locura",violent,,rnn,"[no, me, dejes, o, hago, una, locura]",7,7
Mujer al volante?muerte segura.,mujer al volante?muerte segura,violent,,rnn,"[mujer, al, segura]",4,3
Pórtate como un machote/hombre.,pórtate como un machote/hombre,violent,,rnn,"[pórtate, como, un, machote, hombre]",4,5
Las mujeres no dicen groserías.,las mujeres no dicen groserías,violent,,rnn,"[las, mujeres, no, dicen, groserías]",5,5
Vete a fregara otro lado mujer.,vete a fregara otro lado mujer,violent,,rnn,"[vete, a, otro, lado, mujer]",6,5
El amor y los celos la mataron.,el amor y los celos la mataron,violent,,rnn,"[el, amor, y, los, celos, la, mataron]",7,7
Mejor vete a la cocina pendeja.,mejor vete a la cocina pendeja,violent,,rnn,"[mejor, vete, a, la, cocina, pendeja]",6,6
Las prostitutas son unas putas.,las prostitutas son unas putas,violent,,rnn,"[las, prostitutas, son, unas, putas]",5,5
"Eres mujer, tu que vas a saber .","eres mujer, tu que vas a saber",violent,,rnn,"[eres, mujer, tu, que, vas, a, saber]",7,7
por eso las matan a esas putas.,por eso las matan a esas putas,violent,,rnn,"[por, eso, las, matan, a, esas, putas]",7,7
"¿Dónde vas vestida así, putón?","¿dónde vas vestida así, putón?",violent,,rnn,"[dónde, vas, vestida, así, putón]",5,5
"ser ?princesa? (linda, sumisa)","ser ?princesa? (linda, sumisa)",violent,,rnn,"[ser, princesa, linda, sumisa]",4,4
"¡Te has cargado a Isco, zorra!","¡te has cargado a isco, zorra!",violent,,rnn,"[te, has, cargado, a, isco, zorra]",6,6
Pintarse las uñas es de chicas.,pintarse las uñas es de chicas,violent,,rnn,"[pintarse, las, uñas, es, de, chicas]",6,6
Llevar pendientes es de chicas.,llevar pendientes es de chicas,violent,,rnn,"[llevar, pendientes, es, de, chicas]",5,5
las mujeres son unas inmaduras.,las mujeres son unas inmaduras,violent,,rnn,"[las, mujeres, son, unas, inmaduras]",5,5
"cariño, ¿esas son tus rodillas?","cariño, ¿esas son tus rodillas?",violent,,rnn,"[cariño, esas, son, tus, rodillas]",5,5
No quiero que subas esas fotos.,no quiero que subas esas fotos,violent,,rnn,"[no, quiero, que, subas, esas, fotos]",6,6
Eres una mala madre/esposa/hija.,eres una mala madre/esposa/hija,violent,,rnn,"[eres, una, mala, madre, esposa, hija]",4,6
Eres mujer y ¿no sabes cocinar.,eres mujer y ¿no sabes cocinar,violent,,rnn,"[eres, mujer, y, no, sabes, cocinar]",6,6
Eres muy lista. para ser tía.,eres muy lista. para ser tía,violent,,rnn,"[eres, muy, lista, para, ser, tía]",6,6
Las tías no aceptáis una broma.,las tías no aceptáis una broma,violent,,rnn,"[las, tías, no, aceptáis, una, broma]",6,6
No me gusta que las tías fumen.,no me gusta que las tías fumen,violent,,rnn,"[no, me, gusta, que, las, tías, fumen]",7,7
La mujer es el piojo del hombre.,la mujer es el piojo del hombre,violent,,rnn,"[la, mujer, es, el, piojo, del, hombre]",7,7
el marido es cabeza de la mujer.,el marido es cabeza de la mujer,violent,,rnn,"[el, marido, es, cabeza, de, la, mujer]",7,7
la mujer es la gloria del varón.,la mujer es la gloria del varón,violent,,rnn,"[la, mujer, es, la, gloria, del, varón]",7,7
así no se sientan las señoritas.,así no se sientan las señoritas,violent,,rnn,"[así, no, se, sientan, las, señoritas]",6,6
la mujer debe estar sujeta a él.,la mujer debe estar sujeta a él,violent,,rnn,"[la, mujer, debe, estar, sujeta, a, él]",7,7
esclava del hogar ama de llaves.,esclava del hogar ama de llaves,violent,,rnn,"[esclava, del, hogar, ama, de, llaves]",6,6
Tienes que ser buena en la cama.,tienes que ser buena en la cama,violent,,rnn,"[tienes, que, ser, buena, en, la, cama]",7,7
Te ves muy sexy con ese vestido.,te ves muy sexy con ese vestido,violent,,rnn,"[te, ves, muy, sexy, con, ese, vestido]",7,7
"Cuanto más prima, más se arrima .","cuanto más prima, más se arrima",violent,,rnn,"[cuanto, más, prima, más, se, arrima]",6,6
Mujer tienes que darte a desear.,mujer tienes que darte a desear,violent,,rnn,"[mujer, tienes, que, darte, a, desear]",6,6
Ponganse a jalar pinches viejas.,ponganse a jalar pinches viejas,violent,,rnn,"[ponganse, a, jalar, pinches, viejas]",5,5
me das asco por que estas gorda.,me das asco por que estas gorda,violent,,rnn,"[me, das, asco, por, que, estas, gorda]",7,7
mamasita llevas falda muy corta.,mamasita llevas falda muy corta,violent,,rnn,"[mamasita, llevas, falda, muy, corta]",5,5
"mujer, otra vez no lo entiendes .","mujer, otra vez no lo entiendes",violent,,rnn,"[mujer, otra, vez, no, lo, entiendes]",6,6
eres una pendeja por naturaleza.,eres una pendeja por naturaleza,violent,,rnn,"[eres, una, pendeja, por, naturaleza]",5,5
ella nunca ha sabido estar sola.,ella nunca ha sabido estar sola,violent,,rnn,"[ella, nunca, ha, sabido, estar, sola]",6,6
ella es una basura que no sirve.,ella es una basura que no sirve,violent,,rnn,"[ella, es, una, basura, que, no, sirve]",7,7
las mujeres tienen menos fuerza.,las mujeres tienen menos fuerza,violent,,rnn,"[las, mujeres, tienen, menos, fuerza]",5,5
la hembra rumana del presidente.,la hembra rumana del presidente,violent,,rnn,"[la, hembra, rumana, del, presidente]",5,5
¿Solo tu faltas de tener hijos.,¿solo tu faltas de tener hijos,violent,,rnn,"[solo, tu, faltas, de, tener, hijos]",6,6
"tú lo elegiste, ya no te quejes .","tú lo elegiste, ya no te quejes",violent,,rnn,"[tú, lo, elegiste, ya, no, te, quejes]",7,7
tu no puedes por que eres mujer.,tu no puedes por que eres mujer,violent,,rnn,"[tu, no, puedes, por, que, eres, mujer]",7,7
las mujeres son unas perdedoras.,las mujeres son unas perdedoras,violent,,rnn,"[las, mujeres, son, unas, perdedoras]",5,5
la mujer es un hombre incompleto.,la mujer es un hombre incompleto,violent,,rnn,"[la, mujer, es, un, hombre, incompleto]",6,6
También hay mujeres que asesinan.,también hay mujeres que asesinan,violent,,rnn,"[también, hay, mujeres, que, asesinan]",5,5
Así solo se visten las busconas.,así solo se visten las busconas,violent,,rnn,"[así, solo, se, visten, las, busconas]",6,6
Cocinar y lavar no es de hombres.,cocinar y lavar no es de hombres,violent,,rnn,"[cocinar, y, lavar, no, es, de, hombres]",7,7
esa mujer los tiene bien puestos.,esa mujer los tiene bien puestos,violent,,rnn,"[esa, mujer, los, tiene, bien, puestos]",6,6
¿Eso es todo lo que vas a comer.,¿eso es todo lo que vas a comer,violent,,rnn,"[eso, es, todo, lo, que, vas, a, comer]",8,8
El hombre siempre tiene la razón.,el hombre siempre tiene la razón,violent,,rnn,"[el, hombre, siempre, tiene, la, razón]",6,6
La mujer pertenece al sexo débil.,la mujer pertenece al sexo débil,violent,,rnn,"[la, mujer, pertenece, al, sexo, débil]",6,6
una mujer sumisa a un macho alfa.,una mujer sumisa a un macho alfa,violent,,rnn,"[una, mujer, sumisa, a, un, macho, alfa]",7,7
El escote de la primera ministra.,el escote de la primera ministra,violent,,rnn,"[el, escote, de, la, primera, ministra]",6,6
la mujer se sujetará a su marido.,la mujer se sujetará a su marido,violent,,rnn,"[la, mujer, se, sujetará, a, su, marido]",7,7
Ven a las mujeres como una plaga.,ven a las mujeres como una plaga,violent,,rnn,"[ven, a, las, mujeres, como, una, plaga]",7,7
las mujeres nacieron para madres.,las mujeres nacieron para madres,violent,,rnn,"[las, mujeres, nacieron, para, madres]",5,5
así vestida pareces una mojigata.,así vestida pareces una mojigata,violent,,rnn,"[así, vestida, pareces, una, mojigata]",5,5
Las mujeres no aceptan una broma.,las mujeres no aceptan una broma,violent,,rnn,"[las, mujeres, no, aceptan, una, broma]",6,6
Ese pintalabios parece de fulana.,ese pintalabios parece de fulana,violent,,rnn,"[ese, pintalabios, parece, de, fulana]",5,5
las mujeres se indignan por todo.,las mujeres se indignan por todo,violent,,rnn,"[las, mujeres, se, indignan, por, todo]",6,6
¿Todo eso vas a comerte tú sola.,¿todo eso vas a comerte tú sola,violent,,rnn,"[todo, eso, vas, a, comerte, tú, sola]",7,7
las mujeres son objetos sexuales.,las mujeres son objetos sexuales,violent,,rnn,"[las, mujeres, son, objetos, sexuales]",5,5
ojala estas sucias sean violadas.,ojala estas sucias sean violadas,violent,,rnn,"[ojala, estas, sucias, sean, violadas]",5,5
si eres mujer eres una fracasada.,si eres mujer eres una fracasada,violent,,rnn,"[si, eres, mujer, eres, una, fracasada]",6,6
Porqué te esfuerzas en verte fea.,porqué te esfuerzas en verte fea,violent,,rnn,"[porqué, te, esfuerzas, en, verte, fea]",6,6
tratar a la mujer como un objeto.,tratar a la mujer como un objeto,violent,,rnn,"[tratar, a, la, mujer, como, un, objeto]",7,7
este chico corre como una niñita.,este chico corre como una niñita,violent,,rnn,"[este, chico, corre, como, una, niñita]",6,6
Ya estás hecha toda una señorita.,ya estás hecha toda una señorita,violent,,rnn,"[ya, estás, hecha, toda, una, señorita]",6,6
la mujer es un objeto decorativo.,la mujer es un objeto decorativo,violent,,rnn,"[la, mujer, es, un, objeto, decorativo]",6,6
Así nunca vas a conseguir marido.,así nunca vas a conseguir marido,violent,,rnn,"[así, nunca, vas, a, conseguir, marido]",6,6
Ella no sirve para el matrimonio.,ella no sirve para el matrimonio,violent,,rnn,"[ella, no, sirve, para, el, matrimonio]",6,6
Controlar los gastos de la mujer.,controlar los gastos de la mujer,violent,,rnn,"[controlar, los, gastos, de, la, mujer]",6,6
Estás obsesionada con el machismo.,estás obsesionada con el machismo,violent,,rnn,"[estás, obsesionada, con, el, machismo]",5,5
Deberías ser un poco más femenina.,deberías ser un poco más femenina,violent,,rnn,"[deberías, ser, un, poco, más, femenina]",6,6
Se lo buscó por andar vestida as.,se lo buscó por andar vestida as,violent,,rnn,"[se, lo, buscó, por, andar, vestida, as]",7,7
Son las madres las que educan as.,son las madres las que educan as,violent,,rnn,"[son, las, madres, las, que, educan, as]",7,7
Eres muy divertida para ser mujer.,eres muy divertida para ser mujer,violent,,rnn,"[eres, muy, divertida, para, ser, mujer]",6,6
la mujer es el estuche de la vida.,la mujer es el estuche de la vida,violent,,rnn,"[la, mujer, es, el, estuche, de, la, vida]",8,8
El cuerpo de la mujer es una cosa.,el cuerpo de la mujer es una cosa,violent,,rnn,"[el, cuerpo, de, la, mujer, es, una, cosa]",8,8
mujeres y niñas violadas cada día.,mujeres y niñas violadas cada día,violent,,rnn,"[mujeres, y, niñas, violadas, cada, día]",6,6
ella se someta a su propio marido.,ella se someta a su propio marido,violent,,rnn,"[ella, se, someta, a, su, propio, marido]",7,7
La cabeza de la mujer es el varón.,la cabeza de la mujer es el varón,violent,,rnn,"[la, cabeza, de, la, mujer, es, el, varón]",8,8
mi esposa debe obedecerme en todo.,mi esposa debe obedecerme en todo,violent,,rnn,"[mi, esposa, debe, obedecerme, en, todo]",6,6
la mujer en casa y no en la plaza.,la mujer en casa y no en la plaza,violent,,rnn,"[la, mujer, en, casa, y, no, en, la, plaza]",9,9
mi mujer es la esclava de mi casa.,mi mujer es la esclava de mi casa,violent,,rnn,"[mi, mujer, es, la, esclava, de, mi, casa]",8,8
¿Ya estamos con lo del feminismo.,¿ya estamos con lo del feminismo,violent,,rnn,"[ya, estamos, con, lo, del, feminismo]",6,6
la mujer es pendeja de nacimiento.,la mujer es pendeja de nacimiento,violent,,rnn,"[la, mujer, es, pendeja, de, nacimiento]",6,6
¿no te vas a arreglar para salir.,¿no te vas a arreglar para salir,violent,,rnn,"[no, te, vas, a, arreglar, para, salir]",7,7
ya le viste las nalgas a la nueva.,ya le viste las nalgas a la nueva,violent,,rnn,"[ya, le, viste, las, nalgas, a, la, nueva]",8,8
"No digas tacos, eres una señorita .","no digas tacos, eres una señorita",violent,,rnn,"[no, digas, tacos, eres, una, señorita]",6,6
¿No pensarás salir en zapatillas.,¿no pensarás salir en zapatillas,violent,,rnn,"[no, pensarás, salir, en, zapatillas]",5,5
Solo se arregla para que la miren.,solo se arregla para que la miren,violent,,rnn,"[solo, se, arregla, para, que, la, miren]",7,7
¿Pues para que abres las piernas.,¿pues para que abres las piernas,violent,,rnn,"[pues, para, que, abres, las, piernas]",6,6
"Ollas destapadas, mujer descarada .","ollas destapadas, mujer descarada",violent,,rnn,"[ollas, destapadas, mujer, descarada]",4,4
ellos son sujetos y ellas objetos.,ellos son sujetos y ellas objetos,violent,,rnn,"[ellos, son, sujetos, y, ellas, objetos]",6,6
dominio del hombre sobre la mujer.,dominio del hombre sobre la mujer,violent,,rnn,"[dominio, del, hombre, sobre, la, mujer]",6,6
"A la mujer y a la mula, vara dura .","a la mujer y a la mula, vara dura",violent,,rnn,"[a, la, mujer, y, a, la, mula, vara, dura]",9,9
una mujer es quizá un ser inferior.,una mujer es quizá un ser inferior,violent,,rnn,"[una, mujer, es, quizá, un, ser, inferior]",7,7
Cuando bebes pareces un camionero.,cuando bebes pareces un camionero,violent,,rnn,"[cuando, bebes, pareces, un, camionero]",5,5
Eres muy graciosa. para ser tía.,eres muy graciosa. para ser tía,violent,,rnn,"[eres, muy, graciosa, para, ser, tía]",6,6
es ella quien lleva los pantalones.,es ella quien lleva los pantalones,violent,,rnn,"[es, ella, quien, lleva, los, pantalones]",6,6
las mujeres nos usan a los hombres.,las mujeres nos usan a los hombres,violent,,rnn,"[las, mujeres, nos, usan, a, los, hombres]",7,7
Voy a violar y destripar a tu hija.,voy a violar y destripar a tu hija,violent,,rnn,"[voy, a, violar, y, destripar, a, tu, hija]",8,8
no deberías participar en política.,no deberías participar en política,violent,,rnn,"[no, deberías, participar, en, política]",5,5
rechazo del trabajo de las mujeres.,rechazo del trabajo de las mujeres,violent,,rnn,"[rechazo, del, trabajo, de, las, mujeres]",6,6
Las mujeres son un sexo decorativo.,las mujeres son un sexo decorativo,violent,,rnn,"[las, mujeres, son, un, sexo, decorativo]",6,6
el hombre no debe ?ayudar? en casa.,el hombre no debe ?ayudar? en casa,violent,,rnn,"[el, hombre, no, debe, ayudar, en, casa]",7,7
ella debe obedecerle como al Señor.,ella debe obedecerle como al señor,violent,,rnn,"[ella, debe, obedecerle, como, al, señor]",6,6
"¡Otra vez deprimida, qué aburrida!","¡otra vez deprimida, qué aburrida!",violent,,rnn,"[otra, vez, deprimida, qué, aburrida]",5,5
No me gusta que las mujeres fumen.,no me gusta que las mujeres fumen,violent,,rnn,"[no, me, gusta, que, las, mujeres, fumen]",7,7
Te vas a quedar para vestir santos.,te vas a quedar para vestir santos,violent,,rnn,"[te, vas, a, quedar, para, vestir, santos]",7,7
Vestida así pareces una prostituta.,vestida así pareces una prostituta,violent,,rnn,"[vestida, así, pareces, una, prostituta]",5,5
ella era idiota o estaba bromeando.,ella era idiota o estaba bromeando,violent,,rnn,"[ella, era, idiota, o, estaba, bromeando]",6,6
La mujer y la sardina en la cocina.,la mujer y la sardina en la cocina,violent,,rnn,"[la, mujer, y, la, sardina, en, la, cocina]",8,8
"La mujer que mucho mira, poco hila .","la mujer que mucho mira, poco hila",violent,,rnn,"[la, mujer, que, mucho, mira, poco, hila]",7,7
